Test ID,Test Name,Token Value,Mobile Applicable?,Is Public?,Test Type,Test Description,Item Count,Estimated Time,category:Accounting Knowledge,category:Accounting Office,category:Banking,category:Behavioral + Cognitive Profile,category:Behavioral Profile,category:Call Center,category:Clerical Office,category:Digital Literacy,category:Food Services,category:Gaming,category:Industrial,category:IT Skills,category:Legal,category:Medical Knowledge,category:Medical Office,category:Microsoft Office Skills,category:Nursing,category:Retail Sales,category:Software Skills,category:Staffing Services Management,industry:Banking/Finance,industry:Food Services,industry:Gaming/Hospitality,industry:Healthcare,industry:Information Technology,industry:Legal Services,industry:Manufacturing/Logistics,industry:Retail,industry:Staffing Services,language:Dutch,language:English,language:English for Australia,language:English for Canada,language:English for New Zealand,language:English for South Africa,language:English for UK,language:French,language:French Canadian,language:German,language:Italian,language:Spanish,language:Spanish for North America,level:Advanced Skills,level:Basic Skills,level:Entry Level Behavioral/Cognitive,level:Management Level Behavioral/Cognitive,level:Professional Level Behavioral/Cognitive,level:Standard Skills,productGroup:Accounting,productGroup:Bank Teller,productGroup:Behavioral/Cognitive Profile,productGroup:Call Center Skills,productGroup:Checking,productGroup:Coding,productGroup:Customer Service,productGroup:Data Entry,productGroup:DeltaView,productGroup:Digital Literacy,productGroup:Eclipse,productGroup:Filing,productGroup:Finance,productGroup:Food Service Skills,productGroup:Gaming Skills,productGroup:Grammar,productGroup:HIPAA,productGroup:Industrial Safety,productGroup:Industrial Skills,productGroup:Legal Knowledge,productGroup:Light Industrial Skills,productGroup:Lotus Notes,productGroup:Math,productGroup:Medical Knowledge,productGroup:Medical Office Skills,productGroup:Microsoft Access,productGroup:Microsoft Excel,productGroup:Microsoft FrontPage,productGroup:Microsoft Internet Explorer,productGroup:Microsoft Outlook,productGroup:Microsoft PowerPoint,productGroup:Microsoft Project,productGroup:Microsoft Publisher,productGroup:Microsoft Windows,productGroup:Microsoft Word,productGroup:MYOB,productGroup:Nursing Knowledge,productGroup:Office Manager Skills,productGroup:Peachtree,productGroup:Postal Codes,productGroup:Programming Skills,productGroup:Proofreading,productGroup:QuickBooks,productGroup:Reading Comprehension,productGroup:Receptionist Skills,productGroup:Retail Sales Skills,productGroup:Secretarial Skills,productGroup:Shorthand,productGroup:Spelling,productGroup:Staffing Knowledge,productGroup:Telemarketing Skills,productGroup:Telephone Skills,productGroup:Ten Key Test,productGroup:Transcription,productGroup:Translation - Spanish to English,productGroup:Typing Test,productGroup:Vocabulary,productGroup:Workplace English Usage (Spanish)
NL_DATAL,"Data invultest -- Letters en Cijfers",1,false,true,Standard,"The applicant is asked to type names and addresses using the keyboard.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,Dutch,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL_DATNU,"Data invultest -- Cijfers",1,false,true,Standard,"Examinees are asked to type numerical information using the computer keypad.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,Dutch,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL_P11ST,"NL PowerPoint 2003 - Standaard Test",1,false,true,Standard,"Questions on the most commonly used Microsoft PowerPoint features such as file management, creating and editing presentations and slideshows, inserting and editing graphics as well as customizing PowerPoint and PowerPoint and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,Dutch,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL_TYPST,"Typtest",1,false,true,Standard,"Examinees are asked to type text from a copy. Scores measure typing speed and error rate.",0,5 minutes,,,,,,,Clerical Office,,,,Industrial,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,Dutch,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL_W11ST,"NL Word 2003 - Standaard Test",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Word 2003 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,Dutch,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL_X11ST,"NL Excel 2003 - Standaard Test",1,false,true,Standard,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,Dutch,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_FLDAL,"NZ Data Entry Test - Alphanumeric (F)",1,false,true,Standard,"The applicant is asked to type names and addresses using the keyboard.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_DATAL,"SA Data Entry - Alphanumeric",1,false,true,Standard,"The applicant is asked to type names and addresses using the keyboard.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_A11ES,"SP Essentials - Access 2003",1,false,true,Standard,"This test measures ability to use the most common and frequently used features of Microsoft Access including the creation of tables, forms, queries and reports to perform basic level database functions.",33,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_A11ST,"SP Access 2003 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_A12ST,"SP Access 2007 - Prueba Est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_A13ST,"SP Access 2010 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Access features such as file management, Access forms, queries, reports, tables, customizing Access and Access and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_DATAL,"Prueba alfanumŽrica",1,false,true,Standard,"The applicant is asked to type names and addresses using the keyboard.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_DATNU,"Prueba numŽrica",1,false,true,Standard,"Examinees are asked to type numerical information using the computer keypad.  Scores are based on speed and accuracy of input.",0,5 minutes,,,,,,Call Center,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,Data Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_DMRMT,"Prueba De Matematicas",1,false,true,Standard,"This test contains questions that measure commonly used math skills, such as addition, subtraction, multiplication, division and percentages.",30,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_GRMGN,"SP - Gram‡tica - General",1,false,true,Standard,"Examinees are asked to select grammatically correct sentences.",20,10 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_O13ST,"SP Outlook 2010 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Outlook features such as managing contacts, sending and organizing emails, maintaining calendar entries and tasks.",25,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_P11ES,"SP Essentials - PowerPoint 2003",1,false,true,Standard,"This test measures ability to use the most common and frequently used features of Microsoft PowerPoint including file management, use of text and graphics, slide formatting and the creation of presentation output.",25,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_P11ST,"SP PowerPoint 2003 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft PowerPoint features such as file management, creating and editing presentations and slideshows, inserting and editing graphics as well as customizing PowerPoint and PowerPoint and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_P12ST,"SP PowerPoint 2007 - Prueba Est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft PowerPoint features such as file management, creating and editing presentations and slideshows, inserting and editing graphics as well as customizing PowerPoint and PowerPoint and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_P13ST,"SP PowerPoint 2010 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft PowerPoint features such as file management, creating and editing presentations and slideshows, inserting and editing graphics as well as customizing PowerPoint and PowerPoint and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_SPLGN,"SP Ortografi‡ - General",1,false,true,Standard,"Examinees select the correct spelling of words in general use.",20,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_TRAAU,"SP - Translation (Audio)",1,false,true,Audio,"Listening to audio, examinees are asked to type the correct English spelling for various Spanish words.",35,30 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,,,Gaming/Hospitality,Healthcare,,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Translation - Spanish to English,,,
SP_TYPST,"Prueba de mecanograf’a",1,false,true,Standard,"Examinees are asked to type text from a copy. Scores measure typing speed and error rate.",0,5 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_VOCGN,"SP Vocabulario - General",1,false,true,Standard,"Examinees are asked to select the correct meaning of words in general use.",20,20 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,Banking/Finance,Food Services,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_W11ES,"SP Essentials - Word 2003",1,false,true,Standard,"This test measures ability to use the most common and frequently used features of Microsoft Word including the file management, editing, formatting and printing functions used every day by Word users.",25,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_W11ST,"SP Word 2003 - Prueba est‡ndar",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Word 2003 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_W12ST,"SP Word 2007 - Prueba Est‡ndar",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Word 2007 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_W13ST,"SP Word 2010 - Prueba est‡ndar",1,false,true,Standard,"Questions covering the most important and frequently used features of Microsoft Word 2010 such as file management, editing, formatting, printing, desktop publishing and customizing Word.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_X11ES,"SP Essentials - Excel 2003",1,false,true,Standard,"This test measures ability to use the most common and frequently used features of Microsoft Excel including the file management, editing, formatting, analysis and printing functions used every day by Excel users.",25,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_X11ST,"SP Excel 2003 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",34,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_X12ST,"SP Excel 2007 - Prueba Est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP_X13ST,"SP Excel 2010 - Prueba est‡ndar",1,false,true,Standard,"Questions on the most commonly used Microsoft Excel features such as file management, editing, formatting, analysis, customizing Excel and Excel and the Internet.",35,30 minutes,,,,,,,,,,,,,,,,Microsoft Office Skills,,,Software Skills,,Banking/Finance,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,Spanish,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_GRMES,"SU Essentials - Grammar",1,false,true,Standard,"This test measures basic level language skills including the ability to identify statements that are grammatically correct based on sentence structure, punctuation, and parts of speech.",20,15 minutes,,,,,,,Clerical Office,,,,,,,,,,,,,,,,Gaming/Hospitality,Healthcare,Information Technology,Legal Services,Manufacturing/Logistics,Retail,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_IN2PP,"SU Light Industrial - Pick and Pack - (2011)",1,false,true,Standard,"This test measures the ability to identify and cross reference information found on common warehouse documents such as product or package labels, inventory forms, bills of lading and shipping documents.",35,25 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLAS,"SU Industrial Skills - Automotive Standard",1,false,true,Standard,"Questions covering topics such as internal combustion engines, auto body, tools and automotive systems.",30,25 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLCO,"SU Industrial Skills - Construction Standard",1,false,true,Standard,"Questions covering topics such as woodworking, electrical and plumbing.",40,30 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLCS,"SU Light Industrial - Count and Stack",1,false,true,Standard,"This test measures the ability to identify by sight the number of boxes or other items in a stack, some of which are viewable, some of which are hidden from view.",20,10 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLFL,"SU Light Industrial - Forklift",1,false,true,Standard,"This test measures understanding of operations and safety issues related to the use of a fork life in an industrial environment such as a warehouse.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLFP,"SU Industrial Safety - Fire/Personnel Standard",1,false,true,Standard,"Questions covering topics such as fire prevention and industrial safety equipment.",30,25 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,Food Services,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,Industrial Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLHU,"SU Industrial Saftety - HAZMAT (US) Standard",1,false,true,Standard,"Questions covering topics such as standard handling and disposal of hazardous materials in the United States.",30,25 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,Industrial Safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLIM,"SU Industrial Skills - Industrial Math",1,false,true,Standard,"Questions covering industrial math skills such as calculations and conversions of distance, area and volume, fractions and decimals.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLMA,"SU Light Industrial - Basic Math Skills",1,false,true,Standard,"This test measures skills in basic mathematics commonly used in a light industrial environment including addition, subtraction, multiplication and division of whole numbers, fractions, decimals and time.  Includes both numeric and word problems.",40,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLME,"SU Industrial Skills - Metalworking Standard",1,false,true,Standard,"Questions covering topics such as metal properties, tools and fabrication principles.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLMS,"SU Industrial Skills - Machine Standard",1,false,true,Standard,"Questions covering topics such as metalworking, automotive and basic machine concepts.",55,40 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLPS,"SU Industrial Skills - Plumbing Standard",1,false,true,Standard,"Questions covering topics such as types of piping/materials, techniques, tools and basic regulations.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLQE,"SU Industrial Skills - Electrical",1,false,true,Standard,"Questions covering topics such as basic wiring, fixtures, tools, materials and basic regulations.",25,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLQW,"SU Industrial Skills - Woodworking",1,false,true,Standard,"Questions covering topics such as tools, materials and basic techniques.",25,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLRE,"SU Light Industrial - Ruler - English Units",1,false,true,Standard,"This test assesses the ability to measure or identify the measurement of objects using a ruler with English measurement units.",20,10 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLRM,"SU Light Industrial - Ruler - Metric Units",1,false,true,Standard,"This test assesses the ability to measure or identify the measurement of objects using a ruler with metric measurement units.",20,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU_INLSA,"SU Light Industrial - Safety",1,false,true,Standard,"This test measures understanding of practical safety considerations for a warehouse or industrial environment including use of hazardous materials, prevention of accidents and emergency procedures.",30,20 minutes,,,,,,,,,,,Industrial,,,,,,,,,,,,,,,,Manufacturing/Logistics,,,,,,,,,,,,,,,,,,,,,Standard Skills,,,,,,,,,,,,,,,,,,,,,Light Industrial Skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
